term_str,n,gloss
occurs,3,
ocean,4,
oceans,4,
odd,1,
odds,1,
of,3500,
off,27,
offences,1,
offend,1,
offensegod,1,
offensive,1,
offer,13,
offered,5,
offering,9,
offerings,4,
offers,2,
officials,1,
offspring,10,
oftforgiving,2,
oh,1,
oil,2,
old,26,
olive,2,
olives,4,
omen,6,
omnipotent,7,
omnipresent,1,
omniscient,8,
on,681,
once,21,
one,329,
oneeighth,1,
onefourth,2,
onehalf,3,
ones,22,
onesixth,3,
onetenth,1,
onethird,3,
ongoing,1,
onions,1,
onlookers,1,
only,263,
onslaught,2,
open,10,
opened,11,
openers,1,
openeyes,1,
openly,7,
opens,1,
opinion,2,
opinions,4,
opponent,1,
opponents,1,
oppose,6,
opposed,4,
opposes,3,
opposite,3,
oppressed,8,
oppression,4,
oppressive,4,
oppressors,3,
or,480,
orbit,2,
orchards,1,
ordain,2,
ordained,12,
ordeal,4,
order,31,
orders,1,
ordinance,1,
ordinances,1,
organs,1,
orgasmunless,1,
original,2,
originate,1,
originated,5,
originates,4,
originator,5,
ornament,1,
ornaments,3,
ornamentsa,1,
orphan,6,
orphaned,2,
orphans,13,
orphansthen,1,
other,110,
others,72,
otherwise,4,
ought,4,
our,445,
ours,5,
ourselves,5,
out,176,
outcast,5,
outcome,9,
outdone,1,
outer,3,
outhow,1,
outpace,1,
outpost,1,
outpouring,1,
outrage,1,
outrageous,3,
outright,4,
outside,2,
outsiders,1,
outstanding,2,
outstretched,3,
outstripped,1,
outward,4,
outweighs,1,
oven,1,
over,182,
overburdened,1,
overcame,1,
overcome,4,
overcoming,1,
overflowed,1,
overflowing,2,
overlap,1,
overlook,5,
overlooking,1,
overpowered,2,
overpowering,1,
overrun,1,
overseer,2,
oversteps,3,
overtake,2,
overtaken,5,
overtakes,5,
overtook,4,
overturned,4,
overturning,1,
overwhelm,1,
overwhelmed,5,
overwhelming,3,
overwhelms,1,
owe,1,
own,69,
owned,2,
owner,2,
owners,2,
padlocked,1,
pagan,1,
pages,1,
paid,7,
pain,2,
painful,67,
painfully,1,
paint,1,
pair,2,
paired,2,
pairs,16,
palace,2,
palaces,1,
palm,1,
palms,4,
palmtree,2,
palmtrees,7,
panic,1,
panicked,1,
panting,1,
pants,2,
paper,1,
parable,13,
parables,4,
paraded,2,
paradise,33,
paradisethe,1,
pardon,16,
pardoned,8,
pardoning,5,
pardons,4,
parent,2,
parenthood,1,
parents,45,
part,25,
parted,2,
participation,1,
parties,3,
parting,2,
partisans,5,
partition,2,
partly,2,
partner,2,
partners,29,
partnership,1,
partnersthe,1,
parts,3,
party,6,
pass,14,
passages,1,
passed,30,
passedand,1,
passengers,1,
passes,1,
passing,5,
past,18,
pastime,2,
pasture,4,
patches,1,
paternal,5,
path,100,
pathbut,1,
paths,3,
pathway,1,
pathways,5,
pathwe,1,
patience,13,
patiencegod,1,
patienceit,1,
patient,30,
patiently,13,
patriarchs,4,
patrons,1,
pattern,3,
paupers,1,
paved,1,
paws,1,
pay,20,
paying,5,
payment,15,
pays,2,
peace,50,
peacea,1,
peaceful,3,
peacegiver,1,
peacemaker,1,
pearls,7,
peeled,1,
pegs,1,
pen,2,
penalize,4,
penalized,4,
penalties,1,
penalty,11,
penetrate,1,
penetrates,2,
penetrating,1,
penitent,5,
pens,1,
people,672,
peoplepromise,1,
peoples,11,
perceive,5,
perceiver,1,
perceives,1,
perdition,9,
perfect,1,
perfected,4,
perfectly,1,
perform,25,
performed,1,
performing,1,
performs,2,
perhaps,31,
period,7,
periods,1,
perish,9,
perished,1,
perishing,1,
perjury,5,
permanence,2,
permanent,1,
permissible,2,
permission,29,
permit,1,
permits,1,
permitted,17,
permitting,1,
perpetrate,5,
perpetrated,5,
perpetual,3,
perpetuity,2,
perplex,1,
perplexing,1,
persecute,2,
persecuted,5,
persecution,9,
persevere,7,
persevered,2,
perseveredyour,1,
persevering,1,
persist,7,
persistently,2,
persists,1,
persistthe,1,
person,25,
personally,1,
persons,9,
personunless,1,
perverted,1,
perverts,1,
pharaoh,61,
pharaohhe,1,
pharaohin,1,
pharaohs,10,
pharaohthey,1,
phases,2,
pick,3,
picked,2,
pickings,1,
pieces,5,
pierce,1,
piercing,3,
piety,17,
pietygod,2,
pietythat,1,
pile,1,
piles,3,
pilgrim,4,
pilgrimage,4,
pilgrims,1,
pillar,1,
pillars,3,
pioneersthe,1,
pious,15,
pit,2,
pitchblack,1,
pitchers,1,
pity,1,
place,58,
placed,34,
placeon,1,
places,7,
placing,2,
plague,6,
plagues,1,
plain,8,
plainly,2,
plains,1,
plan,14,
planet,2,
planets,3,
planks,1,
planned,13,
planners,2,
planning,3,
plans,3,
plant,2,
plantation,1,
plantations,1,
planted,1,
plants,8,
play,11,
played,1,
playfully,1,
playing,2,
plead,3,
pleading,2,
pleasant,2,
pleasantly,1,
please,10,
pleased,13,
pleases,1,
pleasing,4,
pleasure,2,
pledge,23,
pledged,3,
pledges,2,
pledging,3,
plentiful,1,
plentifully,1,
plentitude,1,
plenty,3,
plot,7,
plots,1,
plotted,4,
plow,1,
plowing,2,
ploys,1,
plucking,1,
plummets,1,
plunge,2,
pocket,2,
poet,2,
poetlittle,1,
poetry,1,
poetsthe,1,
poetwe,1,
point,5,
pointed,1,
pointer,1,
politely,1,
polluted,2,
pollution,1,
polytheist,1,
polytheists,24,
polytheistsgod,1,
pomegranates,2,
pomegranatessimilar,1,
pond,1,
ponder,7,
pondered,1,
pools,1,
poor,19,
portable,1,
portent,1,
portents,1,
portion,3,
position,9,
positions,1,
possess,20,
possessed,12,
possesses,7,
possessing,1,
possession,2,
possessions,20,
possessor,13,
possibility,1,
possible,4,
possibly,1,
postpone,5,
postponed,1,
postponement,1,
postpones,1,
pounded,1,
pounding,1,
pour,6,
poured,3,
pouring,5,
poverty,4,
povertywe,1,
powder,1,
power,48,
powerful,23,
powers,1,
practice,17,
practiced,4,
practices,2,
praise,46,
praised,7,
praises,11,
praiseworthy,11,
praising,1,
pray,42,
prayed,8,
prayer,54,
prayerful,1,
prayers,32,
prayerwe,1,
praying,4,
prays,7,
preacher,2,
precautions,4,
precede,1,
preceded,11,
precedent,4,
precincts,1,
precious,1,
precise,3,
precisely,3,
precision,1,
predetermined,8,
prefer,7,
preference,1,
preferred,6,
prefers,1,
pregnant,3,
prejudice,1,
premeditates,1,
preoccupied,1,
preoccupy,1,
preparation,1,
preparations,1,
prepare,2,
prepared,32,
preparing,1,
prescribed,4,
presence,28,
presencei,1,
present,26,
presented,8,
presents,4,
preservation,1,
preserve,2,
preserved,2,
press,5,
pressing,1,
pressured,1,
pretender,1,
prevail,8,
prevailed,3,
prevailing,1,
prevent,13,
prevented,10,
preventer,2,
preventing,1,
prevents,4,
previous,1,
previously,7,
price,9,
pricea,1,
pricethose,1,
pride,5,
priding,1,
priests,4,
prince,1,
prior,8,
priorities,1,
priority,1,
prison,5,
prisoner,1,
prisoners,2,
privacy,1,
private,3,
privately,6,
privates,2,
probed,1,
problem,1,
problems,1,
proceed,5,
procession,1,
proclaim,7,
proclaimed,6,
proclamation,5,
produce,31,
produced,19,
producer,1,
produces,14,
producing,2,
profess,1,
professing,2,
profit,4,
profited,1,
profits,1,
profound,3,
progeny,1,
prohibit,4,
prohibited,12,
prohibitions,1,
prohibits,2,
projectile,3,
projectiles,1,
projects,1,
prolonged,1,
prominent,4,
promise,70,
promised,51,
promisedeither,1,
promisedfor,1,
promiseor,1,
promises,10,
promisewhich,1,
promising,1,
promote,1,
promotes,1,
prompt,2,
prompted,2,
prompts,1,
prone,1,
pronounce,3,
pronounced,6,
proof,16,
proofs,26,
propagated,1,
propels,2,
proper,10,
properly,1,
properties,7,
property,4,
prophecy,2,
prophet,53,
prophethood,4,
prophets,20,
prophetsfrom,1,
proportion,1,
proportioned,5,
propose,1,
proposition,1,
proppedup,1,
prosper,6,
prospered,2,
prosperity,5,
prosperitya,1,
prosperous,3,
prospers,1,
prostitution,2,
prostrate,12,
prostrated,3,
prostrates,2,
prostrating,8,
prostration,1,
prostrations,1,
protect,22,
protected,6,
protectedneither,1,
protecting,2,
protection,7,
protective,1,
protector,29,
protectors,8,
protects,1,
proud,15,
proudly,3,
proudthose,1,
prove,3,
proved,2,
proven,3,
provide,20,
provided,49,
provider,1,
providers,6,
provides,9,
providing,1,
provision,26,
provisions,12,
provoke,1,
provoked,3,
provokes,1,
prudence,1,
prudent,1,
psalms,5,
puberty,2,
public,3,
publicly,4,
published,1,
pulled,3,
punched,1,
punish,31,
punished,7,
punishes,8,
punishing,1,
punishment,203,
punishmentand,1,
punishmenti,1,
punishmentin,1,
punishmentthe,1,
purchased,1,
pure,15,
purer,4,
purified,7,
purifies,10,
purify,13,
purifying,1,
purist,2,
purity,4,
purpose,5,
pursue,1,
pursued,14,
pursuer,1,
pursues,3,
pursuing,1,
pursuit,3,
put,43,
putrid,1,
puts,3,
putting,1,
puzzled,1,
pyre,1,
qaf,2,
quadruple,1,
quails,3,
quake,5,
quakes,1,
quaking,1,
quality,1,
quantity,1,
quaroon,4,
quarrel,2,
quarreled,1,
quarrelling,2,
quarrelsome,1,
question,6,
questionable,1,
questioned,16,
questioner,1,
questioning,2,
quick,8,
quickly,1,
quietly,1,
quit,3,
quivering,1,
quraish,1,
quran,67,
qurana,1,
ra,6,
rabbis,4,
race,6,
raced,1,
racers,1,
races,1,
racing,2,
radiance,3,
radiant,3,
radiating,1,
rage,4,
ragethe,1,
raging,4,
raiding,1,
rain,16,
rained,5,
rainfall,1,
rains,1,
raise,9,
raised,23,
raises,3,
raising,3,
rally,1,
ramadan,1,
ramble,1,
ran,1,
rancor,1,
ranged,1,
rank,5,
ranks,6,
ransacked,1,
ransom,9,
rarely,4,
rather,19,
ratifying,1,
rational,1,
raven,2,
reach,21,
reached,39,
reaches,6,
reaching,2,
reactions,1,
read,18,
readied,1,
ready,2,
real,6,
reality,7,
realize,18,
realized,7,
realizes,1,
realizing,2,
really,2,
realm,1,
reap,1,
reapeda,1,
rear,2,
reared,1,
reason,15,
reasonable,4,
reasoned,1,
reassemble,1,
reassure,1,
reassured,1,
rebel,2,
rebelled,4,
rebellion,4,
rebellious,3,
rebound,1,
rebuff,1,
rebuke,1,
rebuked,2,
recall,20,
recalled,1,
recanting,1,
receded,1,
recedes,2,
receding,1,
receive,23,
received,22,
receivers,1,
receives,5,
receiving,3,
reception,1,
recitation,3,
recite,15,
recited,27,
reciters,1,
recites,3,
reciting,5,
reckoner,2,
reckoners,2,
reckoning,18,
reclaim,1,
recline,1,
reclining,6,
recognize,18,
recognized,10,
recoil,1,
recollect,2,
recollection,1,
recollects,1,
recommend,4,
recompense,12,
recompensed,2,
reconcile,5,
reconciled,1,
reconcilegod,1,
reconciles,1,
reconciliation,5,
reconciling,1,
reconsider,1,
reconstruct,1,
record,10,
recorded,3,
recorders,1,
records,1,
recover,2,
recovered,1,
recovery,1,
recruiters,1,
rectify,1,
rectitude,4,
redeem,6,
redeemed,5,
redeemer,2,
redeems,2,
redemption,1,
reduce,2,
reduced,3,
reduces,1,
reduction,1,
redvarying,1,
refer,1,
referred,5,
refined,1,
reflect,24,
reform,9,
reformation,1,
reformers,2,
reforms,1,
reformshe,1,
reformsupon,1,
refrain,7,
refrainit,1,
refrains,1,
refreshing,2,
refuge,22,
refugees,1,
refuse,9,
refused,9,
refusegod,1,
refuses,1,
refuseto,1,
regained,1,
regard,4,
regarded,1,
regarding,37,
regards,1,
regenerate,1,
region,1,
regions,2,
regress,1,
regret,4,
regretful,2,
regrets,2,
regretted,1,
regular,10,
regularly,9,
regulate,1,
regulated,3,
regulates,4,
reign,1,
reinforce,1,
reinforced,2,
reinforcing,1,
reins,1,
reject,50,
rejected,44,
rejecters,3,
rejecting,1,
rejectingthoseupon,1,
rejection,4,
rejects,4,
rejoice,12,
rejoiced,2,
rejoices,1,
rejoicing,2,
relate,7,
related,2,
relates,1,
relating,2,
relation,1,
relations,2,
relationship,3,
relationships,2,
relative,4,
relatives,19,
relaxing,2,
release,8,
released,3,
releases,1,
relent,2,
relented,1,
relenting,3,
relentless,1,
relentlessly,1,
reliable,3,
reliant,3,
relics,1,
relief,2,
relies,1,
relieve,1,
relieved,3,
relieves,2,
religion,61,
religiona,1,
religiongod,1,
religioni,1,
religions,3,
religionthe,1,
religionwhich,1,
religious,1,
reluctant,3,
rely,10,
remain,32,
remained,8,
remaining,4,
remains,7,
remember,67,
remembered,1,
remembergod,1,
remembering,2,
remembers,1,
remembrance,21,
remembranceso,1,
remind,9,
reminded,13,
reminder,39,
reminders,2,
reminderwe,1,
reminding,2,
remit,12,
remits,2,
remitted,1,
remnant,3,
remorse,5,
remote,1,
remotest,1,
remove,8,
removed,1,
removing,1,
rendered,1,
renders,1,
renounce,4,
renounced,1,
renounces,3,
renouncing,1,
renowned,1,
repaid,17,
repaired,1,
repay,9,
repayment,4,
repeat,3,
repeats,7,
repel,12,
repelled,1,
repelledthey,1,
repels,1,
repent,36,
repentance,21,
repentant,3,
repented,4,
repenting,1,
repents,7,
repentthese,1,
replace,10,
replacing,1,
reports,2,
repose,1,
repository,2,
representative,1,
reprieve,3,
reprieved,9,
reprisal,1,
reproduces,1,
reproduction,1,
repulsive,1,
reputation,3,
request,1,
requested,1,
required,1,
requital,2,
requitalhellon,1,
requite,3,
requiting,1,
rescue,2,
rescued,1,
resent,3,
resentful,2,
resentment,4,
reservation,1,
reserve,1,
reside,3,
residence,7,
resident,1,
residing,1,
resist,1,
resisted,1,
resolve,4,
resolved,2,
resort,5,
resorts,1,
resourceful,1,
resources,1,
respect,5,
respite,11,
respond,13,
responded,1,
responders,1,
response,5,
responsibility,3,
responsible,14,
responsive,1,
rest,11,
rested,1,
restingplace,4,
restless,1,
restore,3,
restored,6,
restrain,6,
restrained,8,
restraining,2,
restricted,3,
restriction,1,
restricts,7,
rests,19,
result,2,
resumesthese,1,
resurgence,1,
resurrect,7,
resurrected,24,
resurrection,77,
resurrectionwe,1,
resurrects,1,
retain,4,
retaining,1,
retains,1,
retaliate,4,
retaliates,1,
retaliation,3,
retention,1,
retire,1,
retracing,1,
retreat,5,
retreats,1,
retribution,23,
return,80,
returned,46,
returns,5,
reuniting,1,
reveal,26,
revealed,140,
revealedblessedverifying,1,
revealing,2,
reveals,2,
revealsthey,1,
revelation,13,
revelations,126,
revelationsgod,1,
revelationsthese,6,
revelationswe,1,
revelationswhoever,1,
revenge,4,
revenue,1,
revere,6,
reverence,7,
reverent,3,
reversal,1,
reverse,1,
revert,6,
reverted,3,
revival,1,
revive,13,
revived,4,
reviver,1,
revives,10,
revolve,1,
reward,120,
rewarded,8,
rewarding,1,
rewards,5,
rhythmically,1,
rich,12,
riches,3,
rid,1,
ride,6,
ridicule,18,
ridiculed,12,
ridicules,2,
ridiculing,1,
riding,1,
right,47,
righteous,139,
righteoushe,1,
righteously,8,
righteouslygod,1,
righteouslyhas,1,
righteouslythey,1,
righteouslywill,1,
righteousness,36,
righteousnessfor,1,
righteousnessit,1,
righteousnessof,1,
righteousnessthese,1,
righteousnesswe,1,
righteouswhen,1,
rightful,2,
rightfully,1,
righthand,1,
righthands,1,
rightly,3,
rightlyguided,1,
rights,5,
rightthey,1,
rightwhat,2,
ripe,1,
ripen,1,
rise,9,
rising,6,
rite,1,
rites,3,
rivalry,2,
rivals,4,
river,7,
riverbeds,1,
rivers,52,
road,1,
roads,2,
roam,4,
roamed,1,
roaring,3,
roast,8,
roasted,1,
roasting,2,
robe,1,
rock,6,
rocks,6,
rolefor,1,
rolled,1,
rollinglike,1,
romans,1,
roof,2,
roofs,1,
room,4,
root,2,
rooted,2,
roots,2,
rope,4,
ropes,3,
rose,2,
round,2,
rounded,2,
rounds,1,
rouse,2,
routed,1,
routes,1,
row,4,
rows,1,
rubble,2,
rubies,1,
rude,1,
ruin,9,
ruined,5,
ruins,3,
ruinso,1,
rule,6,
ruled,1,
ruler,2,
rules,2,
ruling,5,
rulings,1,
rumored,1,
rumormongers,1,
rumors,1,
run,5,
running,10,
runs,2,
rupture,1,
ruptured,1,
rush,8,
rushed,2,
rushing,4,
russ,1,
saad,3,
sabbath,6,
sabbathbreakers,1,
sabeans,1,
sabeansany,1,
sabians,1,
sacraments,2,
sacred,28,
sacredexcept,1,
sacrifice,3,
sacrificed,1,
sacrifices,1,
sacrificing,1,
sacrilege,2,
sadden,2,
saddened,2,
saddlebag,1,
saddlebags,1,
safa,1,
safe,8,
safeguard,2,
safely,2,
safety,3,
saibah,1,
said,774,
sail,4,
sailed,1,
sailing,5,
sake,8,
saleh,9,
salsabeel,1,
salty,3,
salvation,3,
samarian,3,
same,22,
sanctified,1,
sanctifiedexcept,1,
sanctify,3,
sanction,2,
sanctities,1,
sanctity,4,
sanctuaries,1,
sanctuary,8,
sand,3,
sandstorm,1,
saqar,4,
sat,1,
satan,54,
satanic,1,
satans,8,
satin,1,
satisfied,4,
satisfies,1,
satisfy,3,
saul,2,
save,20,
saved,35,
saves,2,
savior,9,
saviors,6,
saw,25,
say,751,
saygardens,1,
saying,25,
sayings,1,
says,37,
saysas,1,
scalding,2,
scalds,1,
scaled,1,
scales,8,
scalps,1,
scant,1,
scare,1,
scattered,11,
scattering,1,
scatters,1,
scene,1,
scheme,9,
schemed,3,
schemes,4,
scheming,12,
schism,1,
scholars,2,
scoffers,1,
scold,1,
scoops,1,
scorch,3,
scorched,1,
scorches,1,
scorching,1,
scourge,2,
scramble,1,
scrambling,1,
scream,5,
screaming,4,
screen,3,
screened,4,
scribe,4,
scribes,1,
scripts,1,
scripture,112,
scriptures,7,
scripturethosegod,1,
scriptureuntil,1,
scriputure,1,
scroll,1,
scrolls,3,
scum,2,
sea,30,
seabecause,1,
seal,7,
sealed,11,
seals,3,
searing,2,
seas,4,
season,1,
seasoning,1,
seat,1,
seated,1,
seclude,1,
secluded,2,
seclusion,1,
second,2,
secret,10,
secretand,1,
secretfor,1,
secretly,10,
secrets,9,
sect,3,
section,1,
sects,2,
sectsyou,1,
secure,15,
secured,1,
securely,1,
security,17,
seduce,10,
seduced,3,
seducers,2,
see,183,
seed,5,
seeing,28,
seek,54,
seeker,1,
seekers,5,
seeking,30,
seeks,5,
seem,1,
seemed,3,
seems,1,
seen,40,
sees,9,
seethes,1,
seething,3,
seize,9,
seized,24,
seizes,3,
seizing,2,
seizure,1,
selected,3,
self,2,
selfrestraint,1,
selfsufficient,2,
sell,4,
sells,1,
selves,12,
semen,1,
send,50,
sender,1,
sending,9,
sends,30,
senile,1,
sense,2,
sensed,2,
sent,172,
sentence,5,
separate,7,
separated,1,
separately,1,
separating,2,
separation,3,
separatists,1,
sequel,5,
serenity,3,
serious,10,
serpent,3,
servant,28,
servants,99,
servantso,1,
serve,23,
served,3,
service,14,
serving,2,
set,56,
setback,1,
sets,3,
setting,4,
settle,11,
settled,25,
settlement,3,
settlements,1,
settles,2,
seven,24,
seventy,3,
sever,4,
several,1,
severe,33,
severed,1,
severely,2,
severity,2,
sexes,1,
sexual,3,
shackle,2,
shackled,1,
shackles,4,
shade,8,
shaded,2,
shades,2,
shadow,3,
shadows,3,
shady,1,
shake,1,
shaken,4,
shall,87,
shame,8,
shamed,1,
shameful,5,
shameless,1,
shames,1,
shape,2,
shaped,1,
share,41,
shared,2,
shares,2,
sharp,1,
shatter,1,
shattered,1,
shave,1,
shaven,1,
she,80,
sheath,1,
sheba,1,
shebas,1,
shecamel,7,
shed,2,
sheep,4,
sheets,1,
shelter,9,
sheltered,4,
shelterhospitality,1,
shepherds,1,
shield,3,
shields,1,
shies,1,
shifts,2,
shin,1,
shine,1,
ship,1,
ships,15,
shirt,6,
shiver,1,
shock,1,
shocked,1,
shocker,3,
shoes,1,
shook,1,
shoots,1,
shore,1,
short,8,
shortage,1,
shortened,1,
shortening,1,
shorter,1,
shortly,1,
should,50,
shout,2,
shouting,1,
shoved,1,
show,37,
showed,9,
shower,1,
showered,1,
showing,2,
shown,7,
showoff,1,
showoffs,1,
shows,5,
shreds,1,
shrine,1,
shrink,2,
shrubs,1,
shuaib,9,
shuaibas,1,
shuaibit,1,
shun,1,
shunning,1,
shuns,1,
shut,1,
shy,2,
siblings,6,
siblingswe,1,
sick,12,
sickness,11,
side,17,
sides,10,
sighing,1,
sight,23,
sighted,1,
sights,3,
sign,63,
signaled,1,
signposts,1,
signs,108,
signsask,1,
signsbut,1,
signsthese,2,
sijjeen,2,
silence,1,
silent,3,
silk,6,
silver,5,
silverthey,1,
similar,8,
similarly,2,
similitude,1,
simultaneously,1,
sin,33,
sinai,2,
since,10,
sincere,26,
sincerely,1,
sincerity,1,
sinful,19,
sinfully,2,
sinfulness,3,
sing,1,
single,25,
singles,1,
sink,2,
sinned,1,
sinner,6,
sinners,33,
sins,50,
sinsand,1,
sirius,1,
sister,5,
sistercrowd,1,
sisters,9,
sit,5,
sitting,3,
situation,4,
six,7,
sixth,2,
sixty,1,
skeptic,2,
skilled,2,
skillful,1,
skillfully,1,
skins,8,
sky,73,
skyhow,1,
slander,7,
slanderer,1,
slandering,1,
slashed,1,
slaughtered,2,
slaughtering,2,
slave,9,
slaves,3,
slay,1,
sleep,7,
slept,1,
slew,1,
slightest,1,
slip,6,
slipped,1,
slipping,1,
slit,1,
slumber,2,
small,14,
smaller,2,
smiled,1,
smoke,3,
smooth,1,
smoothed,1,
smoothly,1,
snatch,2,
snatched,2,
snatches,3,
sneaky,1,
snob,1,
so,731,
soandso,1,
soaring,1,
societies,1,
society,1,
soften,2,
softened,1,
softly,1,
soil,3,
sold,3,
soldiers,2,
sole,1,
solely,3,
solemn,7,
solicit,1,
solicited,1,
solid,1,
solomon,17,
some,187,
someone,37,
something,52,
somewhere,1,
son,59,
sons,30,
soon,11,
soonerso,1,
soothe,1,
soothsayer,1,
soothsayerlittle,1,
sorcerer,6,
sorcerers,2,
sorcery,8,
sorrow,10,
sorrowing,2,
sorry,2,
sort,2,
sorting,2,
sought,6,
soul,79,
souls,42,
sound,5,
sounded,3,
source,8,
sources,1,
souwa,1,
sovereign,2,
sovereignty,21,
sow,1,
sown,1,
sows,1,
spacious,1,
spare,4,
spared,5,
spares,1,
sparing,5,
sparkling,1,
sparks,2,
speak,41,
speaker,1,
speaking,1,
speaks,5,
spears,1,
special,1,
specific,5,
specified,6,
specifiedunless,1,
specifies,1,
specify,1,
speck,2,
speculate,1,
speculation,3,
speech,14,
spell,1,
spend,32,
spending,1,
spends,1,
spent,6,
sperm,2,
spermdrop,1,
spider,1,
spiders,1,
spike,1,
spikes,4,
spilled,1,
spins,1,
spirit,20,
spiritually,1,
spite,2,
splendid,5,
splendor,6,
splinter,2,
splintered,1,
split,1,
splits,3,
spoiledand,1,
spoils,1,
spoke,10,
spoken,5,
sport,1,
spot,2,
spouse,2,
spouses,14,
spread,23,
spreader,1,
spreaders,1,
spreading,4,
spreads,5,
spring,8,
springing,1,
springs,13,
sprinkled,1,
sprites,4,
spritesalthough,1,
sprouts,1,
spun,1,
spurred,1,
spy,1,
squander,1,
squandered,1,
stab,1,
stability,2,
stabilize,1,
stabilizers,4,
staff,11,
stage,2,
stages,3,
stairway,2,
stairways,1,
stakes,2,
stamp,1,
stand,21,
standing,13,
stands,2,
star,2,
stare,2,
staring,2,
stars,11,
started,4,
startled,1,
starts,1,
state,4,
stated,8,
statement,3,
statements,3,
states,1,
stating,1,
station,1,
stationed,1,
statues,4,
stature,2,
status,1,
stay,19,
stayed,17,
staying,3,
stays,2,
stead,1,
steadfast,15,
steadied,1,
steal,1,
steals,2,
steeped,3,
stem,1,
step,2,
stepdaughters,1,
stepped,1,
steps,2,
sterile,1,
stern,7,
sticks,2,
sticky,1,
stiffnecked,1,
still,15,
stillborn,1,
stilled,3,
stinginess,1,
stinginessthese,1,
stingy,8,
stir,1,
stirs,1,
stolen,3,
stone,4,
stoned,2,
stones,6,
stood,2,
stop,4,
stopped,1,
store,2,
stored,1,
storehouses,1,
stores,1,
stories,3,
storm,1,
stormed,1,
storming,2,
stormy,2,
story,12,
straight,41,
straightforward,1,
strained,2,
strange,3,
strangers,2,
strangled,1,
strategy,3,
stray,2,
strayed,10,
straying,2,
strays,4,
streak,2,
streaks,1,
stream,1,
streaming,1,
streams,2,
strength,12,
strengthen,10,
strengthened,4,
stress,1,
stressed,3,
stretch,1,
stretches,1,
stretching,2,
strewn,1,
stricken,2,
strict,2,
strictly,1,
stride,1,
strife,1,
strike,20,
strikes,7,
striking,4,
strip,2,
stripping,1,
strips,1,
strive,22,
strivers,3,
strives,4,
striving,3,
strong,16,
stronger,4,
strongest,1,
strongholds,2,
strongly,1,
struck,12,
structure,6,
structures,1,
struggle,3,
struggled,4,
stubble,1,
stubborn,4,
studied,1,
study,3,
stuff,1,
stumbling,1,
stumps,1,
stunned,2,
style,1,
subdued,7,
subdues,1,
subject,1,
subjected,4,
subjugate,1,
sublime,11,
submission,8,
submissive,9,
submissively,1,
submit,21,
submits,3,
submitted,12,
submittedit,1,
submitting,1,
subsequent,2,
subservient,2,
subsided,2,
substance,1,
substitute,8,
substituted,5,
subtle,1,
succeed,15,
succeeded,6,
success,2,
successful,13,
succession,6,
successive,1,
successor,2,
successors,11,
such,38,
suddenly,15,
suffer,10,
suffered,6,
suffering,27,
sufferingskilling,1,
suffice,2,
suffices,8,
sufficient,18,
sufficiently,1,
sugar,1,
suggested,2,
suggestion,1,
suggestions,1,
suitable,1,
suited,1,
summer,1,
summoned,2,
sun,33,
sunk,1,
sunrise,2,
sunset,1,
superior,4,
superiority,2,
superiors,1,
supernal,1,
superseding,1,
superstition,1,
superstitions,1,
supplication,1,
supplied,4,
supply,1,
supplying,1,
support,22,
supported,11,
supporter,6,
supporters,7,
supportersthose,1,
supporting,1,
supports,6,
supportthese,2,
supposed,2,
suppress,1,
suppresses,1,
supremacy,2,
supreme,17,
sure,1,
surely,71,
surface,2,
surfaced,1,
surge,1,
surged,1,
surging,1,
surpassed,1,
surplus,1,
surprised,1,
surrender,4,
surrendered,4,
surrounded,5,
surrounds,1,
survive,2,
survivors,1,
suspect,1,
suspended,3,
suspense,1,
suspicion,1,
suspicionsome,1,
suspicious,2,
sustain,2,
sustains,1,
sustenance,11,
swallow,5,
swallowed,2,
swallowing,1,
swarm,1,
swarming,1,
swarms,1,
sway,1,
swayed,1,
sways,2,
swear,27,
swearer,1,
swearing,1,
swears,2,
sweet,3,
sweetsmelling,1,
swelling,1,
swells,1,
swelter,1,
swept,3,
swerve,2,
swerved,5,
swerving,1,
swift,5,
swifter,1,
swiftest,1,
swiftly,2,
swine,4,
swinebecause,1,
swore,4,
sworn,4,
synagogues,1,
system,1,
ta,4,
table,1,
tablet,1,
tablets,3,
tailored,1,
take,113,
taken,20,
takes,17,
taking,6,
tale,2,
tales,5,
talk,2,
tallied,2,
tar,3,
target,3,
tarried,5,
task,1,
tasks,1,
tasneem,1,
taste,56,
tasted,5,
tastes,1,
tasting,1,
taught,25,
taunt,1,
tax,1,
teach,11,
teaches,4,
teaching,2,
teachings,3,
tears,2,
tell,25,
telling,4,
tells,1,
temple,1,
tempt,2,
temptation,1,
tempted,1,
tempter,1,
tempters,1,
ten,9,
tender,3,
tenderness,1,
tents,1,
term,24,
terma,1,
terminate,1,
terminating,1,
terms,4,
terrains,1,
terrible,32,
terrified,2,
terrify,1,
territory,2,
terror,4,
test,25,
testament,1,
testator,1,
tested,15,
testified,1,
testifies,1,
testify,18,
testifying,1,
testimonies,2,
testimony,12,
testing,4,
tests,5,
testwith,1,
thamood,24,
thamoodand,1,
thamoodthose,1,
than,158,
thank,2,
thankful,19,
thankless,2,
thanklessness,1,
thanks,19,
that,1172,
thatgardens,1,
thatthese,6,
the,7084,
their,1229,
theirs,11,
them,2188,
thema,3,
themafter,1,
themand,1,
themeven,1,
themfor,1,
themhe,2,
themin,1,
theminnovations,1,
themit,1,
