chap_num,verse_num,token_num,token_str,term_str
26,158,2,punishment,punishment
26,158,3,overtook,overtook
26,158,4,them.,them
26,158,5,Surely,surely
26,158,6,in,in
26,158,7,this,this
26,158,8,is,is
26,158,9,a,a
26,158,10,"sign,",sign
26,158,11,but,but
26,158,12,most,most
26,158,13,of,of
26,158,14,them,them
26,158,15,are,are
26,158,16,not,not
26,158,17,believers.,believers
26,159,0,Your,your
26,159,1,Lord,lord
26,159,2,is,is
26,159,3,the,the
26,159,4,"Almighty,",almighty
26,159,5,the,the
26,159,6,Merciful.,merciful
26,160,0,The,the
26,160,1,people,people
26,160,2,of,of
26,160,3,Lot,lot
26,160,4,disbelieved,disbelieved
26,160,5,the,the
26,160,6,messengers.,messengers
26,161,0,When,when
26,161,1,their,their
26,161,2,brother,brother
26,161,3,Lot,lot
26,161,4,said,said
26,161,5,to,to
26,161,6,"them,",them
26,161,7,“Do,do
26,161,8,you,you
26,161,9,not,not
26,161,10,fear?,fear
26,162,0,I,i
26,162,1,am,am
26,162,2,to,to
26,162,3,you,you
26,162,4,a,a
26,162,5,faithful,faithful
26,162,6,messenger.,messenger
26,163,0,So,so
26,163,1,fear,fear
26,163,2,"God,",god
26,163,3,and,and
26,163,4,obey,obey
26,163,5,me.,me
26,164,0,I,i
26,164,1,ask,ask
26,164,2,of,of
26,164,3,you,you
26,164,4,no,no
26,164,5,payment,payment
26,164,6,for,for
26,164,7,it.,it
26,164,8,My,my
26,164,9,payment,payment
26,164,10,is,is
26,164,11,only,only
26,164,12,from,from
26,164,13,the,the
26,164,14,Lord,lord
26,164,15,of,of
26,164,16,the,the
26,164,17,Worlds.,worlds
26,165,0,Do,do
26,165,1,you,you
26,165,2,approach,approach
26,165,3,the,the
26,165,4,males,males
26,165,5,of,of
26,165,6,the,the
26,165,7,world?,world
26,166,0,And,and
26,166,1,forsake,forsake
26,166,2,the,the
26,166,3,wives,wives
26,166,4,your,your
26,166,5,Lord,lord
26,166,6,created,created
26,166,7,for,for
26,166,8,you?,you
26,166,9,"Indeed,",indeed
26,166,10,you,you
26,166,11,are,are
26,166,12,intrusive,intrusive
26,166,13,people.”,people
26,167,0,They,they
26,167,1,"said,",said
26,167,2,“Unless,unless
26,167,3,you,you
26,167,4,"refrain,",refrain
26,167,5,O,o
26,167,6,"Lot,",lot
26,167,7,you,you
26,167,8,will,will
26,167,9,be,be
26,167,10,expelled.”,expelled
26,168,0,He,he
26,168,1,"said,",said
26,168,2,“I,i
26,168,3,certainly,certainly
26,168,4,deplore,deplore
26,168,5,your,your
26,168,6,conduct.”,conduct
26,169,0,“My,my
26,169,1,"Lord,",lord
26,169,2,save,save
26,169,3,me,me
26,169,4,and,and
26,169,5,my,my
26,169,6,family,family
26,169,7,from,from
26,169,8,what,what
26,169,9,they,they
26,169,10,do.”,do
26,170,0,So,so
26,170,1,We,we
26,170,2,saved,saved
26,170,3,him,him
26,170,4,and,and
26,170,5,his,his
26,170,6,"family,",family
26,170,7,altogether.,altogether
26,171,0,Except,except
26,171,1,for,for
26,171,2,an,an
26,171,3,old,old
26,171,4,woman,woman
26,171,5,among,among
26,171,6,those,those
26,171,7,who,who
26,171,8,tarried.,tarried
26,172,0,Then,then
26,172,1,We,we
26,172,2,destroyed,destroyed
26,172,3,the,the
26,172,4,others.,others
26,173,0,And,and
26,173,1,We,we
26,173,2,rained,rained
26,173,3,down,down
26,173,4,on,on
26,173,5,them,them
26,173,6,a,a
26,173,7,rain.,rain
26,173,8,Dreadful,dreadful
26,173,9,is,is
26,173,10,the,the
26,173,11,rain,rain
26,173,12,of,of
26,173,13,those,those
26,173,14,forewarned.,forewarned
26,174,0,Surely,surely
26,174,1,in,in
26,174,2,this,this
26,174,3,is,is
26,174,4,a,a
26,174,5,"sign,",sign
26,174,6,but,but
26,174,7,most,most
26,174,8,of,of
26,174,9,them,them
26,174,10,are,are
26,174,11,not,not
26,174,12,believers.,believers
26,175,0,Your,your
26,175,1,Lord,lord
26,175,2,is,is
26,175,3,the,the
26,175,4,"Almighty,",almighty
26,175,5,the,the
26,175,6,Merciful.,merciful
26,176,0,The,the
26,176,1,People,people
26,176,2,of,of
26,176,3,the,the
26,176,4,Woods,woods
26,176,5,disbelieved,disbelieved
26,176,6,the,the
26,176,7,messengers.,messengers
26,177,0,When,when
26,177,1,Shuaib,shuaib
26,177,2,said,said
26,177,3,to,to
26,177,4,"them,",them
26,177,5,“Do,do
26,177,6,you,you
26,177,7,not,not
26,177,8,fear?,fear
26,178,0,I,i
26,178,1,am,am
26,178,2,to,to
26,178,3,you,you
26,178,4,a,a
26,178,5,trustworthy,trustworthy
26,178,6,messenger.,messenger
26,179,0,So,so
26,179,1,fear,fear
26,179,2,"God,",god
26,179,3,and,and
26,179,4,obey,obey
26,179,5,me.,me
26,180,0,I,i
26,180,1,ask,ask
26,180,2,of,of
26,180,3,you,you
26,180,4,no,no
26,180,5,payment,payment
26,180,6,for,for
26,180,7,it.,it
26,180,8,My,my
26,180,9,payment,payment
26,180,10,is,is
26,180,11,only,only
26,180,12,from,from
26,180,13,the,the
26,180,14,Lord,lord
26,180,15,of,of
26,180,16,the,the
26,180,17,Worlds.,worlds
26,181,0,Give,give
26,181,1,full,full
26,181,2,"measure,",measure
26,181,3,and,and
26,181,4,do,do
26,181,5,not,not
26,181,6,cheat.,cheat
26,182,0,And,and
26,182,1,weigh,weigh
26,182,2,with,with
26,182,3,accurate,accurate
26,182,4,scales.,scales
26,183,0,And,and
26,183,1,do,do
26,183,2,not,not
26,183,3,defraud,defraud
26,183,4,people,people
26,183,5,of,of
26,183,6,their,their
26,183,7,"belongings,",belongings
26,183,8,and,and
26,183,9,do,do
26,183,10,not,not
26,183,11,work,work
26,183,12,corruption,corruption
26,183,13,in,in
26,183,14,the,the
26,183,15,land.,land
26,184,0,And,and
26,184,1,fear,fear
26,184,2,Him,him
26,184,3,who,who
26,184,4,created,created
26,184,5,you,you
26,184,6,and,and
26,184,7,the,the
26,184,8,masses,masses
26,184,9,of,of
26,184,10,old.”,old
26,185,0,They,they
26,185,1,"said,",said
26,185,2,“You,you
26,185,3,are,are
26,185,4,one,one
26,185,5,of,of
26,185,6,those,those
26,185,7,bewitched.,bewitched
26,186,0,And,and
26,186,1,you,you
26,186,2,are,are
26,186,3,nothing,nothing
26,186,4,but,but
26,186,5,a,a
26,186,6,man,man
26,186,7,like,like
26,186,8,us;,us
26,186,9,and,and
26,186,10,we,we
26,186,11,think,think
26,186,12,that,that
26,186,13,you,you
26,186,14,are,are
26,186,15,a,a
26,186,16,liar.,liar
26,187,0,So,so
26,187,1,bring,bring
26,187,2,down,down
26,187,3,on,on
26,187,4,us,us
26,187,5,pieces,pieces
26,187,6,from,from
26,187,7,the,the
26,187,8,"sky,",sky
26,187,9,if,if
26,187,10,you,you
26,187,11,are,are
26,187,12,truthful.”,truthful
26,188,0,He,he
26,188,1,"said,",said
26,188,2,“My,my
26,188,3,Lord,lord
26,188,4,is,is
26,188,5,Well,well
26,188,6,Aware,aware
26,188,7,of,of
26,188,8,what,what
26,188,9,you,you
26,188,10,do.”,do
26,189,0,But,but
26,189,1,they,they
26,189,2,denied,denied
26,189,3,him.,him
26,189,4,So,so
26,189,5,the,the
26,189,6,punishment,punishment
26,189,7,of,of
26,189,8,the,the
26,189,9,day,day
26,189,10,of,of
26,189,11,gloom,gloom
26,189,12,gripped,gripped
26,189,13,them.,them
26,189,14,It,it
26,189,15,was,was
26,189,16,the,the
26,189,17,punishment,punishment
26,189,18,of,of
26,189,19,a,a
26,189,20,great,great
26,189,21,day.,day
26,190,0,Surely,surely
26,190,1,in,in
26,190,2,this,this
26,190,3,is,is
26,190,4,a,a
26,190,5,"sign,",sign
26,190,6,but,but
26,190,7,most,most
26,190,8,of,of
26,190,9,them,them
26,190,10,are,are
26,190,11,not,not
26,190,12,believers.,believers
26,191,0,Your,your
26,191,1,Lord,lord
26,191,2,is,is
26,191,3,the,the
26,191,4,"Almighty,",almighty
26,191,5,the,the
26,191,6,Merciful.,merciful
26,192,0,It,it
26,192,1,is,is
26,192,2,a,a
26,192,3,revelation,revelation
26,192,4,from,from
26,192,5,the,the
26,192,6,Lord,lord
26,192,7,of,of
26,192,8,the,the
26,192,9,Worlds.,worlds
26,193,0,The,the
26,193,1,Honest,honest
26,193,2,Spirit,spirit
26,193,3,came,came
26,193,4,down,down
26,193,5,with,with
26,193,6,it.,it
26,194,0,Upon,upon
26,194,1,your,your
26,194,2,"heart,",heart
26,194,3,that,that
26,194,4,you,you
26,194,5,may,may
26,194,6,be,be
26,194,7,one,one
26,194,8,of,of
26,194,9,the,the
26,194,10,warners.,warners
26,195,0,In,in
26,195,1,a,a
26,195,2,clear,clear
26,195,3,Arabic,arabic
26,195,4,tongue.,tongue
26,196,0,And,and
26,196,1,it,it
26,196,2,is,is
26,196,3,in,in
26,196,4,the,the
26,196,5,scriptures,scriptures
26,196,6,of,of
26,196,7,the,the
26,196,8,ancients.,ancients
26,197,0,Is,is
26,197,1,it,it
26,197,2,not,not
26,197,3,a,a
26,197,4,sign,sign
26,197,5,for,for
26,197,6,them,them
26,197,7,that,that
26,197,8,the,the
26,197,9,scholars,scholars
26,197,10,of,of
26,197,11,the,the
26,197,12,Children,children
26,197,13,of,of
26,197,14,Israel,israel
26,197,15,recognized,recognized
26,197,16,it?,it
26,198,0,Had,had
26,198,1,We,we
26,198,2,revealed,revealed
26,198,3,it,it
26,198,4,to,to
26,198,5,one,one
26,198,6,of,of
26,198,7,the,the
26,198,8,foreigners.,foreigners
26,199,0,And,and
26,199,1,he,he
26,199,2,had,had
26,199,3,recited,recited
26,199,4,it,it
26,199,5,to,to
26,199,6,"them,",them
26,199,7,they,they
26,199,8,still,still
26,199,9,would,would
26,199,10,not,not
26,199,11,have,have
26,199,12,believed,believed
26,199,13,in,in
26,199,14,it.,it
26,200,0,Thus,thus
26,200,1,We,we
26,200,2,make,make
26,200,3,it,it
26,200,4,pass,pass
26,200,5,through,through
26,200,6,the,the
26,200,7,hearts,hearts
26,200,8,of,of
26,200,9,the,the
26,200,10,guilty.,guilty
26,201,0,They,they
26,201,1,will,will
26,201,2,not,not
26,201,3,believe,believe
26,201,4,in,in
26,201,5,it,it
26,201,6,until,until
26,201,7,they,they
26,201,8,witness,witness
26,201,9,the,the
26,201,10,painful,painful
26,201,11,punishment.,punishment
26,202,0,It,it
26,202,1,will,will
26,202,2,come,come
26,202,3,to,to
26,202,4,them,them
26,202,5,"suddenly,",suddenly
26,202,6,while,while
26,202,7,they,they
26,202,8,are,are
26,202,9,unaware.,unaware
26,203,0,Then,then
26,203,1,they,they
26,203,2,will,will
26,203,3,"say,",say
26,203,4,“Are,are
26,203,5,we,we
26,203,6,given,given
26,203,7,any,any
26,203,8,respite?”,respite
26,204,0,Do,do
26,204,1,they,they
26,204,2,seek,seek
26,204,3,to,to
26,204,4,hasten,hasten
26,204,5,Our,our
26,204,6,punishment?,punishment
26,205,0,Have,have
26,205,1,you,you
26,205,2,considered:,considered
26,205,3,if,if
26,205,4,We,we
26,205,5,let,let
26,205,6,them,them
26,205,7,enjoy,enjoy
26,205,8,themselves,themselves
26,205,9,for,for
26,205,10,some,some
26,205,11,years.,years
26,206,0,Then,then
26,206,1,there,there
26,206,2,comes,comes
26,206,3,to,to
26,206,4,them,them
26,206,5,what,what
26,206,6,they,they
26,206,7,were,were
26,206,8,promised.,promised
26,207,0,Of,of
26,207,1,what,what
26,207,2,avail,avail
26,207,3,to,to
26,207,4,them,them
26,207,5,will,will
26,207,6,be,be
26,207,7,their,their
26,207,8,past,past
26,207,9,enjoyments?,enjoyments
26,208,0,Never,never
26,208,1,did,did
26,208,2,We,we
26,208,3,destroy,destroy
26,208,4,a,a
26,208,5,"town,",town
26,208,6,but,but
26,208,7,it,it
26,208,8,had,had
26,208,9,warners.,warners
26,209,0,As,as
26,209,1,a,a
26,209,2,reminder—We,reminderwe
26,209,3,are,are
26,209,4,never,never
26,209,5,unjust.,unjust
26,210,0,It,it
26,210,1,was,was
26,210,2,not,not
26,210,3,the,the
26,210,4,devils,devils
26,210,5,that,that
26,210,6,revealed,revealed
26,210,7,it.,it
26,211,0,It,it
26,211,1,is,is
26,211,2,not,not
26,211,3,in,in
26,211,4,their,their
26,211,5,"interests,",interests
26,211,6,nor,nor
26,211,7,in,in
26,211,8,their,their
26,211,9,power.,power
26,212,0,They,they
26,212,1,are,are
26,212,2,barred,barred
26,212,3,from,from
26,212,4,hearing.,hearing
26,213,0,So,so
26,213,1,do,do
26,213,2,not,not
26,213,3,pray,pray
26,213,4,to,to
26,213,5,another,another
26,213,6,god,god
26,213,7,with,with
26,213,8,"God,",god
26,213,9,else,else
26,213,10,you,you
26,213,11,will,will
26,213,12,be,be
26,213,13,of,of
26,213,14,those,those
26,213,15,tormented.,tormented
26,214,0,And,and
26,214,1,warn,warn
26,214,2,your,your
26,214,3,close,close
26,214,4,relatives.,relatives
26,215,0,And,and
26,215,1,lower,lower
26,215,2,your,your
26,215,3,wing,wing
26,215,4,to,to
26,215,5,those,those
26,215,6,of,of
26,215,7,the,the
26,215,8,believers,believers
26,215,9,who,who
26,215,10,follow,follow
26,215,11,you.,you
26,216,0,And,and
26,216,1,if,if
26,216,2,they,they
26,216,3,disobey,disobey
26,216,4,"you,",you
26,216,5,"say,",say
26,216,6,“I,i
26,216,7,am,am
26,216,8,innocent,innocent
26,216,9,of,of
26,216,10,what,what
26,216,11,you,you
26,216,12,do.”,do
26,217,0,And,and
26,217,1,put,put
26,217,2,your,your
26,217,3,trust,trust
26,217,4,in,in
26,217,5,the,the
26,217,6,"Almighty,",almighty
26,217,7,the,the
26,217,8,Merciful.,merciful
26,218,0,He,he
26,218,1,Who,who
26,218,2,sees,sees
26,218,3,you,you
26,218,4,when,when
26,218,5,you,you
26,218,6,rise.,rise
26,219,0,And,and
26,219,1,your,your
26,219,2,devotions,devotions
26,219,3,amidst,amidst
26,219,4,the,the
26,219,5,worshipers.,worshipers
26,220,0,He,he
26,220,1,is,is
26,220,2,indeed,indeed
26,220,3,the,the
26,220,4,"Hearer,",hearer
26,220,5,the,the
26,220,6,Aware.,aware
26,221,0,Shall,shall
26,221,1,I,i
26,221,2,inform,inform
26,221,3,you,you
26,221,4,upon,upon
26,221,5,whom,whom
26,221,6,the,the
26,221,7,devils,devils
26,221,8,descend?,descend
26,222,0,They,they
26,222,1,descend,descend
26,222,2,upon,upon
26,222,3,every,every
26,222,4,sinful,sinful
26,222,5,liar.,liar
26,223,0,They,they
26,223,1,give,give
26,223,2,"ear,",ear
26,223,3,and,and
26,223,4,most,most
26,223,5,of,of
26,223,6,them,them
26,223,7,are,are
26,223,8,liars.,liars
26,224,0,And,and
26,224,1,as,as
26,224,2,for,for
26,224,3,the,the
26,224,4,poets—the,poetsthe
26,224,5,deviators,deviators
26,224,6,follow,follow
26,224,7,them.,them
26,225,0,Do,do
26,225,1,you,you
26,225,2,not,not
26,225,3,see,see
26,225,4,how,how
26,225,5,they,they
26,225,6,ramble,ramble
26,225,7,in,in
26,225,8,every,every
26,225,9,style?,style
26,226,0,And,and
26,226,1,how,how
26,226,2,they,they
26,226,3,say,say
26,226,4,what,what
26,226,5,they,they
26,226,6,do,do
26,226,7,not,not
26,226,8,do?,do
26,227,0,Except,except
26,227,1,for,for
26,227,2,those,those
26,227,3,who,who
26,227,4,"believe,",believe
26,227,5,and,and
26,227,6,do,do
26,227,7,good,good
26,227,8,"deeds,",deeds
26,227,9,and,and
26,227,10,remember,remember
26,227,11,God,god
26,227,12,"frequently,",frequently
26,227,13,and,and
26,227,14,defend,defend
26,227,15,themselves,themselves
26,227,16,after,after
26,227,17,they,they
26,227,18,are,are
26,227,19,wronged.,wronged
26,227,20,As,as
26,227,21,for,for
26,227,22,those,those
26,227,23,who,who
26,227,24,do,do
26,227,25,"wrong,",wrong
26,227,26,they,they
26,227,27,will,will
26,227,28,know,know
26,227,29,by,by
26,227,30,what,what
26,227,31,overturning,overturning
26,227,32,they,they
26,227,33,will,will
26,227,34,be,be
26,227,35,overturned.,overturned
27,1,0,"Ta,",ta
27,1,1,Seen.,seen
27,1,2,These,these
27,1,3,are,are
27,1,4,the,the
27,1,5,Signs,signs
27,1,6,of,of
27,1,7,the,the
27,1,8,Quran—a,qurana
27,1,9,book,book
27,1,10,that,that
27,1,11,makes,makes
27,1,12,things,things
27,1,13,clear.,clear
27,2,0,Guidance,guidance
27,2,1,and,and
27,2,2,good,good
27,2,3,news,news
27,2,4,for,for
27,2,5,the,the
27,2,6,believers.,believers
27,3,0,Those,those
27,3,1,who,who
27,3,2,observe,observe
27,3,3,the,the
27,3,4,"prayers,",prayers
27,3,5,and,and
27,3,6,give,give
27,3,7,charity,charity
27,3,8,"regularly,",regularly
27,3,9,and,and
27,3,10,are,are
27,3,11,certain,certain
27,3,12,of,of
27,3,13,the,the
27,3,14,Hereafter.,hereafter
27,4,0,As,as
27,4,1,for,for
27,4,2,those,those
27,4,3,who,who
27,4,4,do,do
27,4,5,not,not
27,4,6,believe,believe
27,4,7,in,in
27,4,8,the,the
27,4,9,Hereafter:,hereafter
27,4,10,We,we
27,4,11,made,made
27,4,12,their,their
27,4,13,deeds,deeds
27,4,14,appear,appear
27,4,15,good,good
27,4,16,to,to
27,4,17,"them,",them
27,4,18,so,so
27,4,19,they,they
27,4,20,wander,wander
27,4,21,aimlessly.,aimlessly
27,5,0,It,it
27,5,1,is,is
27,5,2,they,they
27,5,3,who,who
27,5,4,will,will
27,5,5,receive,receive
27,5,6,the,the
27,5,7,grievous,grievous
27,5,8,punishment—and,punishmentand
27,5,9,in,in
27,5,10,the,the
27,5,11,Hereafter,hereafter
27,5,12,they,they
27,5,13,will,will
27,5,14,be,be
27,5,15,the,the
27,5,16,greatest,greatest
27,5,17,losers.,losers
27,6,0,You,you
27,6,1,are,are
27,6,2,receiving,receiving
27,6,3,the,the
27,6,4,Quran,quran
27,6,5,from,from
27,6,6,an,an
27,6,7,"All-Wise,",allwise
27,6,8,All-Knowing.,allknowing
27,7,0,When,when
27,7,1,Moses,moses
27,7,2,said,said
27,7,3,to,to
27,7,4,his,his
27,7,5,"family,",family
27,7,6,“I,i
27,7,7,have,have
27,7,8,glimpsed,glimpsed
27,7,9,a,a
27,7,10,fire.,fire
27,7,11,I,i
27,7,12,will,will
27,7,13,bring,bring
27,7,14,you,you
27,7,15,some,some
27,7,16,news,news
27,7,17,from,from
27,7,18,it;,it
27,7,19,or,or
27,7,20,bring,bring
27,7,21,you,you
27,7,22,a,a
27,7,23,"firebrand,",firebrand
27,7,24,that,that
27,7,25,you,you
27,7,26,may,may
27,7,27,warm,warm
27,7,28,yourselves.”,yourselves
27,8,0,"Then,",then
27,8,1,when,when
27,8,2,he,he
27,8,3,reached,reached
27,8,4,"it,",it
27,8,5,he,he
27,8,6,was,was
27,8,7,called:,called
27,8,8,“Blessed,blessed
27,8,9,is,is
27,8,10,He,he
27,8,11,who,who
27,8,12,is,is
27,8,13,within,within
27,8,14,the,the
27,8,15,"fire,",fire
27,8,16,and,and
27,8,17,He,he
27,8,18,who,who
27,8,19,is,is
27,8,20,around,around
27,8,21,"it,",it
27,8,22,and,and
27,8,23,glorified,glorified
27,8,24,be,be
27,8,25,"God,",god
27,8,26,Lord,lord
27,8,27,of,of
27,8,28,the,the
27,8,29,Worlds.,worlds
27,9,0,O,o
27,9,1,"Moses,",moses
27,9,2,it,it
27,9,3,is,is
27,9,4,"I,",i
27,9,5,"God,",god
27,9,6,the,the
27,9,7,"Almighty,",almighty
27,9,8,the,the
27,9,9,Wise.,wise
27,10,0,Throw,throw
27,10,1,down,down
27,10,2,your,your
27,10,3,staff.”,staff
27,10,4,But,but
27,10,5,when,when
27,10,6,he,he
27,10,7,saw,saw
27,10,8,it,it
27,10,9,"quivering,",quivering
27,10,10,as,as
27,10,11,though,though
27,10,12,it,it
27,10,13,were,were
27,10,14,a,a
27,10,15,"demon,",demon
27,10,16,he,he
27,10,17,turned,turned
27,10,18,around,around
27,10,19,not,not
27,10,20,looking,looking
27,10,21,back.,back
27,10,22,“O,o
27,10,23,"Moses,",moses
27,10,24,do,do
27,10,25,not,not
27,10,26,fear;,fear
27,10,27,the,the
27,10,28,messengers,messengers
27,10,29,do,do
27,10,30,not,not
27,10,31,fear,fear
27,10,32,in,in
27,10,33,My,my
27,10,34,presence.,presence
27,11,0,But,but
27,11,1,whoever,whoever
27,11,2,has,has
27,11,3,done,done
27,11,4,"wrong,",wrong
27,11,5,and,and
27,11,6,then,then
27,11,7,substituted,substituted
27,11,8,goodness,goodness
27,11,9,in,in
27,11,10,place,place
27,11,11,of,of
27,11,12,evil.,evil
27,11,13,I,i
27,11,14,am,am
27,11,15,Forgiving,forgiving
27,11,16,and,and
27,11,17,Merciful.,merciful
27,12,0,Put,put
27,12,1,your,your
27,12,2,hand,hand
27,12,3,inside,inside
27,12,4,your,your
27,12,5,"pocket,",pocket
27,12,6,and,and
27,12,7,it,it
27,12,8,will,will
27,12,9,come,come
27,12,10,out,out
27,12,11,"white,",white
27,12,12,without,without
27,12,13,blemish—among,blemishamong
27,12,14,nine,nine
27,12,15,miracles,miracles
27,12,16,to,to
27,12,17,Pharaoh,pharaoh
27,12,18,and,and
27,12,19,his,his
27,12,20,"people,",people
27,12,21,for,for
27,12,22,they,they
27,12,23,are,are
27,12,24,immoral,immoral
27,12,25,people.”,people
27,13,0,Yet,yet
27,13,1,when,when
27,13,2,Our,our
27,13,3,enlightening,enlightening
27,13,4,signs,signs
27,13,5,came,came
27,13,6,to,to
27,13,7,"them,",them
27,13,8,they,they
27,13,9,"said,",said
27,13,10,“This,this
27,13,11,is,is
27,13,12,obvious,obvious
27,13,13,witchcraft.”,witchcraft
27,14,0,And,and
27,14,1,they,they
27,14,2,rejected,rejected
27,14,3,"them,",them
27,14,4,although,although
27,14,5,their,their
27,14,6,souls,souls
27,14,7,were,were
27,14,8,certain,certain
27,14,9,of,of
27,14,10,"them,",them
27,14,11,out,out
27,14,12,of,of
27,14,13,wickedness,wickedness
27,14,14,and,and
27,14,15,pride.,pride
27,14,16,So,so
27,14,17,see,see
27,14,18,how,how
27,14,19,the,the
27,14,20,outcome,outcome
27,14,21,was,was
27,14,22,for,for
27,14,23,the,the
27,14,24,mischief-makers.,mischiefmakers
27,15,0,And,and
27,15,1,We,we
27,15,2,gave,gave
27,15,3,David,david
27,15,4,and,and
27,15,5,Solomon,solomon
27,15,6,knowledge.,knowledge
27,15,7,They,they
27,15,8,"said,",said
27,15,9,“Praise,praise
27,15,10,"God,",god
27,15,11,who,who
27,15,12,has,has
27,15,13,favored,favored
27,15,14,us,us
27,15,15,over,over
27,15,16,many,many
27,15,17,of,of
27,15,18,His,his
27,15,19,believing,believing
27,15,20,servants.”,servants
27,16,0,And,and
27,16,1,Solomon,solomon
27,16,2,succeeded,succeeded
27,16,3,David.,david
27,16,4,He,he
27,16,5,"said,",said
27,16,6,“O,o
27,16,7,"people,",people
27,16,8,we,we
27,16,9,were,were
27,16,10,taught,taught
27,16,11,the,the
27,16,12,language,language
27,16,13,of,of
27,16,14,"birds,",birds
27,16,15,and,and
27,16,16,we,we
27,16,17,were,were
27,16,18,given,given
27,16,19,from,from
27,16,20,everything.,everything
27,16,21,This,this
27,16,22,is,is
27,16,23,indeed,indeed
27,16,24,a,a
27,16,25,real,real
27,16,26,blessing.”,blessing
27,17,0,To,to
27,17,1,the,the
27,17,2,service,service
27,17,3,of,of
27,17,4,Solomon,solomon
27,17,5,were,were
27,17,6,mobilized,mobilized
27,17,7,his,his
27,17,8,troops,troops
27,17,9,of,of
27,17,10,"sprites,",sprites
27,17,11,and,and
27,17,12,"men,",men
27,17,13,and,and
27,17,14,birds—all,birdsall
27,17,15,held,held
27,17,16,in,in
27,17,17,strict,strict
27,17,18,order.,order
27,18,0,"Until,",until
27,18,1,when,when
27,18,2,they,they
27,18,3,came,came
27,18,4,upon,upon
27,18,5,the,the
27,18,6,Valley,valley
27,18,7,of,of
27,18,8,"Ants,",ants
27,18,9,an,an
27,18,10,ant,ant
27,18,11,"said,",said
27,18,12,“O,o
27,18,13,ants!,ants
27,18,14,Go,go
27,18,15,into,into
27,18,16,your,your
27,18,17,"nests,",nests
27,18,18,lest,lest
27,18,19,Solomon,solomon
27,18,20,and,and
27,18,21,his,his
27,18,22,troops,troops
27,18,23,crush,crush
27,18,24,you,you
27,18,25,without,without
27,18,26,noticing.”,noticing
27,19,0,He,he
27,19,1,smiled,smiled
27,19,2,and,and
27,19,3,laughed,laughed
27,19,4,at,at
27,19,5,her,her
27,19,6,"words,",words
27,19,7,and,and
27,19,8,"said,",said
27,19,9,“My,my
27,19,10,"Lord,",lord
27,19,11,direct,direct
27,19,12,me,me
27,19,13,to,to
27,19,14,be,be
27,19,15,thankful,thankful
27,19,16,for,for
27,19,17,the,the
27,19,18,blessings,blessings
27,19,19,you,you
27,19,20,have,have
27,19,21,bestowed,bestowed
27,19,22,upon,upon
27,19,23,me,me
27,19,24,and,and
27,19,25,upon,upon
27,19,26,my,my
27,19,27,"parents,",parents
27,19,28,and,and
27,19,29,to,to
27,19,30,do,do
27,19,31,good,good
27,19,32,works,works
27,19,33,that,that
27,19,34,please,please
27,19,35,You.,you
27,19,36,And,and
27,19,37,admit,admit
27,19,38,"me,",me
27,19,39,by,by
27,19,40,Your,your
27,19,41,"grace,",grace
27,19,42,into,into
27,19,43,the,the
27,19,44,company,company
27,19,45,of,of
27,19,46,Your,your
27,19,47,virtuous,virtuous
27,19,48,servants.”,servants
27,20,0,Then,then
27,20,1,he,he
27,20,2,inspected,inspected
27,20,3,the,the
27,20,4,"birds,",birds
27,20,5,and,and
27,20,6,"said,",said
27,20,7,“Why,why
27,20,8,do,do
27,20,9,I,i
27,20,10,not,not
27,20,11,see,see
27,20,12,the,the
27,20,13,hoopoe?,hoopoe
27,20,14,Or,or
27,20,15,is,is
27,20,16,he,he
27,20,17,among,among
27,20,18,the,the
27,20,19,absentees?,absentees
27,21,0,I,i
27,21,1,will,will
27,21,2,punish,punish
27,21,3,him,him
27,21,4,most,most
27,21,5,"severely,",severely
27,21,6,or,or
27,21,7,slay,slay
27,21,8,"him,",him
27,21,9,unless,unless
27,21,10,he,he
27,21,11,gives,gives
27,21,12,me,me
27,21,13,a,a
27,21,14,valid,valid
27,21,15,excuse.”,excuse
27,22,0,But,but
27,22,1,he,he
27,22,2,did,did
27,22,3,not,not
27,22,4,stay,stay
27,22,5,for,for
27,22,6,long.,long
27,22,7,He,he
27,22,8,"said,",said
27,22,9,“I,i
27,22,10,have,have
27,22,11,learnt,learnt
27,22,12,something,something
27,22,13,you,you
27,22,14,did,did
27,22,15,not,not
27,22,16,know.,know
27,22,17,I,i
27,22,18,have,have
27,22,19,come,come
27,22,20,to,to
27,22,21,you,you
27,22,22,from,from
27,22,23,"Sheba,",sheba
27,22,24,with,with
27,22,25,reliable,reliable
27,22,26,information.,information
27,23,0,I,i
27,23,1,found,found
27,23,2,a,a
27,23,3,woman,woman
27,23,4,ruling,ruling
27,23,5,over,over
27,23,6,"them,",them
27,23,7,and,and
27,23,8,she,she
27,23,9,was,was
27,23,10,given,given
27,23,11,of,of
27,23,12,"everything,",everything
27,23,13,and,and
27,23,14,she,she
27,23,15,has,has
27,23,16,a,a
27,23,17,magnificent,magnificent
27,23,18,throne.,throne
27,24,0,I,i
27,24,1,found,found
27,24,2,her,her
27,24,3,and,and
27,24,4,her,her
27,24,5,people,people
27,24,6,worshiping,worshiping
27,24,7,the,the
27,24,8,"sun,",sun
27,24,9,instead,instead
27,24,10,of,of
27,24,11,God.,god
27,24,12,Satan,satan
27,24,13,made,made
27,24,14,their,their
27,24,15,conduct,conduct
27,24,16,appear,appear
27,24,17,good,good
